molecule ID,concentration
CPD-3570[l],0.0
CPD-3570[i],0.0
CPD-3573[n],0.0
CPD-3573[j],0.0
CPD-3573[w],0.0
CPD-3573[c],0.0
CPD-3573[e],0.0
CPD-3573[m],0.0
CPD-3573[o],0.0
CPD-3573[p],0.0
CPD-3573[l],0.0
CPD-3573[i],0.0
CPD-3572[n],0.0
CPD-3572[j],0.0
CPD-3572[w],0.0
CPD-3572[c],0.0
CPD-3572[e],0.0
CPD-3572[m],0.0
CPD-3572[o],0.0
CPD-3572[p],0.0
CPD-3572[l],0.0
CPD-3572[i],0.0
CPD-5721[n],0.0
CPD-5721[j],0.0
CPD-5721[w],0.0
CPD-5721[c],0.0
CPD-5721[e],0.0
CPD-5721[m],0.0
CPD-5721[o],0.0
CPD-5721[p],0.0
CPD-5721[l],0.0
CPD-5721[i],0.0
THYMINE[n],0.0
THYMINE[j],0.0
THYMINE[w],0.0
THYMINE[c],0.0
THYMINE[e],0.0
THYMINE[m],0.0
THYMINE[o],0.0
THYMINE[p],0.0
THYMINE[l],0.0
THYMINE[i],0.0
ADENOSYL-P4[n],0.0
ADENOSYL-P4[j],0.0
ADENOSYL-P4[w],0.0
ADENOSYL-P4[c],0.0
ADENOSYL-P4[e],0.0
ADENOSYL-P4[m],0.0
ADENOSYL-P4[o],0.0
ADENOSYL-P4[p],0.0
ADENOSYL-P4[l],0.0
ADENOSYL-P4[i],0.0
DEMETHYLMENAQUINONE[n],0.0
DEMETHYLMENAQUINONE[j],0.0
DEMETHYLMENAQUINONE[w],0.0
DEMETHYLMENAQUINONE[c],0.0
DEMETHYLMENAQUINONE[e],0.0
DEMETHYLMENAQUINONE[m],0.0
DEMETHYLMENAQUINONE[o],0.0
DEMETHYLMENAQUINONE[p],0.0
DEMETHYLMENAQUINONE[l],0.0
DEMETHYLMENAQUINONE[i],0.0
DOLICHOL-GROUP[n],0.0
DOLICHOL-GROUP[j],0.0
DOLICHOL-GROUP[w],0.0
DOLICHOL-GROUP[c],0.0
DOLICHOL-GROUP[e],0.0
DOLICHOL-GROUP[m],0.0
DOLICHOL-GROUP[o],0.0
DOLICHOL-GROUP[p],0.0
DOLICHOL-GROUP[l],0.0
DOLICHOL-GROUP[i],0.0
CTP[n],0.0
CTP[j],0.0
CTP[w],0.0
CTP[c],1625400.0872344235
CTP[e],0.0
CTP[m],0.0
CTP[o],0.0
CTP[p],0.0
CTP[l],0.0
CTP[i],0.0
CPD-10246[n],0.0
CPD-10246[j],0.0
CPD-10246[w],0.0
CPD-10246[c],0.0
CPD-10246[e],0.0
CPD-10246[m],0.0
CPD-10246[o],0.0
CPD-10246[p],0.0
CPD-10246[l],0.0
CPD-10246[i],0.0
CPD-10247[n],0.0
CPD-10247[j],0.0
CPD-10247[w],0.0
CPD-10247[c],0.0
CPD-10247[e],0.0
CPD-10247[m],0.0
CPD-10247[o],0.0
CPD-10247[p],0.0
CPD-10247[l],0.0
CPD-10247[i],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[n],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[j],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[w],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[c],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[e],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[m],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[o],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[p],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[l],0.0
DEHYDRO-3-DEOXY-L-RHAMNONATE[i],0.0
DTDP-RHAMNOSE[n],0.0
DTDP-RHAMNOSE[j],0.0
DTDP-RHAMNOSE[w],0.0
DTDP-RHAMNOSE[c],0.0
DTDP-RHAMNOSE[e],0.0
DTDP-RHAMNOSE[m],0.0
DTDP-RHAMNOSE[o],0.0
DTDP-RHAMNOSE[p],0.0
DTDP-RHAMNOSE[l],0.0
DTDP-RHAMNOSE[i],0.0
23-DIPHOSPHOGLYCERATE[n],0.0
23-DIPHOSPHOGLYCERATE[j],0.0
23-DIPHOSPHOGLYCERATE[w],0.0
23-DIPHOSPHOGLYCERATE[c],0.0
23-DIPHOSPHOGLYCERATE[e],0.0
23-DIPHOSPHOGLYCERATE[m],0.0
23-DIPHOSPHOGLYCERATE[o],0.0
23-DIPHOSPHOGLYCERATE[p],0.0
23-DIPHOSPHOGLYCERATE[l],0.0
23-DIPHOSPHOGLYCERATE[i],0.0
P-BENZOQUINONE[n],0.0
P-BENZOQUINONE[j],0.0
P-BENZOQUINONE[w],0.0
P-BENZOQUINONE[c],0.0
P-BENZOQUINONE[e],0.0
P-BENZOQUINONE[m],0.0
P-BENZOQUINONE[o],0.0
P-BENZOQUINONE[p],0.0
P-BENZOQUINONE[l],0.0
P-BENZOQUINONE[i],0.0
SERYL-AMP[n],0.0
SERYL-AMP[j],0.0
SERYL-AMP[w],0.0
SERYL-AMP[c],0.0
SERYL-AMP[e],0.0
SERYL-AMP[m],0.0
SERYL-AMP[o],0.0
SERYL-AMP[p],0.0
SERYL-AMP[l],0.0
SERYL-AMP[i],0.0
CPD-13118[n],0.0
CPD-13118[j],0.0
CPD-13118[w],0.0
CPD-13118[c],0.0
CPD-13118[e],0.0
CPD-13118[m],0.0
CPD-13118[o],0.0
CPD-13118[p],0.0
CPD-13118[l],0.0
CPD-13118[i],0.0
CPD-15818[n],0.0
CPD-15818[j],0.0
CPD-15818[w],0.0
CPD-15818[c],0.0
CPD-15818[e],0.0
CPD-15818[m],0.0
CPD-15818[o],0.0
CPD-15818[p],0.0
CPD-15818[l],0.0
CPD-15818[i],0.0
CPD0-1085[n],0.0
CPD0-1085[j],0.0
CPD0-1085[w],0.0
CPD0-1085[c],0.0
CPD0-1085[e],0.0
CPD0-1085[m],0.0
CPD0-1085[o],0.0
CPD0-1085[p],0.0
CPD0-1085[l],0.0
CPD0-1085[i],0.0
